algorithm,sample_id,final_var,final_mean_s,min_s_over_episode,soft_penalty_sum,elapsed_sec
PPO_stochastic,36,0.3869685608681368,14.158959227113435,12.55179187086031,0.35000000000000003,0.06567692756652832
PPO_stochastic,37,0.3132467525850822,14.24514142174084,13.212162206771549,0.6,0.06153368949890137
PPO_stochastic,38,0.739292166892022,14.279161329482417,10.770624374319265,0.45,0.06724309921264648
PPO_stochastic,39,0.3144880453301434,14.388735977455854,13.44907255276744,0.25,0.06496429443359375
PPO_stochastic,40,0.3042569216829237,14.26009083008583,13.232126271084478,0.3,0.06599879264831543
PPO_stochastic,41,0.4419540742756239,14.33809573152411,13.011682182417179,0.25,0.06419038772583008
PPO_stochastic,42,0.3832063554022097,14.264577491334341,13.290307312306428,0.5499999999999999,0.06957387924194336
PPO_stochastic,43,0.43315220498244394,14.18930055103857,13.160976779518268,0.7000000000000001,0.06843304634094238
PPO_stochastic,44,0.32297774362857784,14.12025719698682,13.157478972533934,0.65,0.06307005882263184
PPO_stochastic,45,0.39490025179863436,14.152183329119824,12.865885392300427,0.44999999999999996,0.06980586051940918
PPO_stochastic,46,0.2838951422639679,14.253948292318686,13.160976779518268,0.4,0.06705880165100098
PPO_stochastic,47,0.44486548228334927,14.269425067878025,12.992680048194906,0.55,0.07525491714477539
PPO_stochastic,48,0.3855871328060289,14.35608277610283,13.303275762650685,0.35,0.0680994987487793
PPO_stochastic,49,0.5129245206100377,14.312078700570032,12.142550473395023,0.39999999999999997,0.061127662658691406
PPO_stochastic,50,0.3525969847695681,14.222050408283389,13.37792306120123,0.7500000000000001,0.06293058395385742
PPO_stochastic,51,0.3954367524909905,14.342199031040725,12.937034883866634,0.3,0.0636756420135498
PPO_stochastic,52,0.2637561273857943,14.187114264500492,13.286809505322093,0.35,0.05825304985046387
PPO_stochastic,53,0.39334353772053193,14.393847456673438,13.452570359751775,0.25,0.06017017364501953
PPO_stochastic,54,0.3536505525594192,14.187035356886685,12.791238093749882,0.49999999999999994,0.06320619583129883
PPO_stochastic,55,0.33484797439150127,14.267382806803878,12.937034883866634,0.44999999999999996,0.06486749649047852
PPO_stochastic,56,0.3266293788739166,14.277473283895485,13.160976779518268,0.3,0.06668806076049805
PPO_stochastic,57,0.2541524910828406,14.199719761913574,13.509698039372896,0.49999999999999994,0.06296348571777344
PPO_stochastic,58,0.4203574255990309,14.27176523849666,12.937034883866634,0.44999999999999996,0.0622251033782959
PPO_stochastic,59,0.4244578811019429,14.279493765328295,13.374425254216895,0.44999999999999996,0.06282830238342285
PPO_stochastic,60,0.30877594800671365,14.295329450587118,13.082831673983389,0.44999999999999996,0.0658712387084961
PPO_stochastic,61,0.3025557844439856,14.366528605563559,13.523719851317981,0.3,0.06335139274597168
PPO_stochastic,62,0.3323887986004279,14.263672140004584,13.374425254216895,0.65,0.06307601928710938
PPO_stochastic,63,0.3880453704220347,14.152451471000019,12.937034883866634,0.44999999999999996,0.07469034194946289
PPO_stochastic,64,0.29285357851771476,14.254406562012145,13.523719851317981,0.44999999999999996,0.06430411338806152
PPO_stochastic,65,0.37539930201980465,14.305625062750284,13.232126271084478,0.35,0.059667348861694336
PPO_stochastic,66,0.4660378151450418,14.09470179758765,12.937034883866634,0.5499999999999999,0.06798195838928223
PPO_stochastic,67,0.37610861031653536,14.299091889355708,13.160976779518268,0.3,0.058563947677612305
PPO_stochastic,68,0.3683092432596827,14.212911540839187,12.991718118104252,0.3,0.06258821487426758
PPO_stochastic,69,0.3445472427983053,14.270911681601152,12.55179187086031,0.45,0.06184053421020508
PPO_stochastic,70,0.3727063954333196,14.225370262772497,12.937034883866634,0.45,0.05932879447937012
PPO_stochastic,71,0.3424871752701607,14.264868151088002,13.310271376619358,0.25,0.06536054611206055
PPO_stochastic,72,0.23607601400279718,14.229152277421171,13.30677356963502,0.44999999999999996,0.062062740325927734
PPO_stochastic,73,0.29563162794903364,14.286741048311967,13.30677356963502,0.25,0.06128215789794922
PPO_stochastic,74,0.290082717011083,14.19709329176598,13.361456803872638,0.6,0.06186318397521973
PPO_stochastic,75,0.36519510082052936,14.331556079857897,13.37792306120123,0.35,0.06739592552185059
PPO_stochastic,76,0.39167432804930535,14.05339740456887,12.937034883866634,0.65,0.06536364555358887
PPO_stochastic,77,0.36367708905995355,14.167289957038589,12.937034883866634,0.44999999999999996,0.06087946891784668
PPO_stochastic,78,0.31310448915660355,14.279875105712723,13.086329480967724,0.35,0.058766841888427734
PPO_stochastic,79,0.5591607288426385,14.069140725179313,12.555502386309122,0.7000000000000002,0.06476354598999023
PPO_stochastic,80,0.21835556105999768,14.25905851965764,13.633086319793215,0.39999999999999997,0.07027769088745117
PPO_stochastic,81,0.32377203515034797,14.319975899533288,13.212162206771549,0.2,0.06644821166992188
PPO_stochastic,82,0.23350970677018426,14.294022729976927,13.523719851317981,0.3,0.0607905387878418
PPO_stochastic,83,0.3557148471709066,14.322052455615449,13.215660013755883,0.35,0.06258463859558105
PPO_stochastic,84,0.49921051371750874,14.167134498051727,12.937034883866634,0.44999999999999996,0.06655716896057129
PPO_stochastic,85,0.36503382226654724,14.167675772556136,12.991718118104252,0.5499999999999999,0.06595396995544434
PPO_stochastic,86,0.37921511167584177,14.312248235657462,13.216621943846537,0.5,0.07310009002685547
PPO_stochastic,87,0.297066578006947,14.247999329637311,13.432606295438845,0.39999999999999997,0.07077765464782715
PPO_stochastic,88,0.4899225390974237,14.172156626508052,12.937034883866634,0.55,0.07793378829956055
PPO_stochastic,89,0.20835225441890498,14.315768673040674,13.374425254216895,0.39999999999999997,0.0655372142791748
PPO_stochastic,90,0.36473724858041207,14.137333000439082,12.937034883866634,0.49999999999999994,0.06501150131225586
PPO_stochastic,91,0.3851087123388827,14.343149354703309,12.937034883866634,0.3,0.059136152267456055
PPO_stochastic,92,0.3493072442999145,14.1331689689745,12.937034883866634,0.44999999999999996,0.06042957305908203
PPO_stochastic,93,0.358703807275444,14.273265472166756,13.303275762650685,0.49999999999999994,0.06502842903137207
PPO_stochastic,94,0.26899215745827604,14.254716451522786,13.341492739559708,0.35,0.06798744201660156
PPO_stochastic,95,0.45367104588741525,14.005628293953585,12.937034883866634,0.8,0.07535696029663086
PPO_stochastic,96,0.25697470857278604,14.304589280792007,13.44907255276744,0.3,0.06474566459655762
PPO_stochastic,97,0.31883625729641885,14.341966363034443,13.086329480967724,0.2,0.06039285659790039
PPO_stochastic,98,0.3312897546130774,14.27171967138876,13.303275762650685,0.44999999999999996,0.05880928039550781
PPO_stochastic,99,0.3846365322517991,14.185159086573636,12.937034883866634,0.6,0.05892443656921387
PPO_stochastic,100,0.40256613692503207,14.175642891020628,12.937034883866634,0.65,0.07189393043518066
PPO_stochastic,101,0.39058827317386374,14.155478880255163,12.865885392300427,0.49999999999999994,0.06567788124084473
PPO_stochastic,102,0.30474773774332914,14.219383765170397,13.283311698337759,0.6,0.07310748100280762
PPO_stochastic,103,0.4044397163352905,14.26289839031839,12.937034883866634,0.44999999999999996,0.15729427337646484
PPO_stochastic,104,0.43387164726974864,14.21348758410998,12.937034883866634,0.35,0.10122013092041016
PPO_stochastic,105,0.5990236947477495,14.164262088933848,11.985283676186366,0.65,0.08436179161071777
PPO_stochastic,106,0.3344873172270399,14.252708702790224,13.239121885053148,0.44999999999999996,0.09019255638122559
PPO_stochastic,107,0.3662470248443569,14.287543718217899,13.235624078068813,0.3,0.08970880508422852
PPO_stochastic,108,0.34692482564749233,14.084935116694282,12.937034883866634,0.5499999999999999,0.1045687198638916
PPO_stochastic,109,0.4990726624186046,13.999263696998096,11.75379499735612,0.6,0.07455039024353027
PPO_stochastic,110,0.3280744644045374,14.204795239840358,12.937034883866634,0.5499999999999999,0.06506490707397461
PPO_stochastic,111,0.4075137108020027,14.209652867004518,12.937034883866634,0.5499999999999999,0.06293416023254395
PPO_stochastic,112,0.2728071772197433,14.225503126109954,13.160976779518268,0.49999999999999994,0.079376220703125
PPO_stochastic,113,0.44939025380012476,14.254742288532796,12.937034883866634,0.35,0.08141422271728516
PPO_stochastic,114,0.29590183852494867,14.487120969199411,13.44907255276744,0.25,0.07984638214111328
PPO_stochastic,115,0.3462611686075674,14.225662930000428,12.937034883866634,0.44999999999999996,0.06603693962097168
PPO_stochastic,116,0.351981201310209,14.276576525671786,13.22862846410014,0.5,0.06386995315551758
PPO_stochastic,117,0.3339781880254366,14.331909831039088,13.374425254216895,0.3,0.06303906440734863
PPO_stochastic,118,0.3763784661786744,14.1409718378858,13.157478972533934,0.6000000000000001,0.05996227264404297
PPO_stochastic,119,0.3058286412157874,14.251198385425107,13.374425254216895,0.6,0.06284618377685547
PPO_stochastic,120,0.3534893231235586,14.338137756079913,13.157478972533934,0.39999999999999997,0.06816983222961426
PPO_stochastic,121,0.4425344736351209,14.156341960744221,12.865885392300427,0.49999999999999994,0.08379864692687988
PPO_stochastic,122,0.35785290307514656,14.126899518873358,13.089827287952058,0.6500000000000001,0.06487894058227539
PPO_stochastic,123,0.33458654755695816,14.144625926456028,12.937034883866634,0.5499999999999999,0.06828594207763672
PPO_stochastic,124,0.2876739230540595,14.402988918249612,13.523719851317981,0.49999999999999994,0.06883096694946289
PPO_stochastic,125,0.3470446871188661,14.215338249824722,13.089827287952058,0.55,0.07484936714172363
PPO_stochastic,126,0.3646488993955146,14.212054915752425,13.011682182417179,0.44999999999999996,0.07405471801757812
PPO_stochastic,127,0.30866968531043926,14.285810313557235,13.357958996888303,0.49999999999999994,0.06191658973693848
PPO_stochastic,128,0.30821394857775103,14.211718906006269,13.157478972533934,0.44999999999999996,0.0643167495727539
PPO_stochastic,129,0.3252746744576176,14.099996322753105,12.865885392300427,0.49999999999999994,0.06152606010437012
PPO_stochastic,130,0.3977420982000507,14.183474887728108,12.937034883866634,0.39999999999999997,0.06294989585876465
PPO_stochastic,131,0.33575157214398205,14.233613012680236,13.37792306120123,0.39999999999999997,0.06312370300292969
PPO_stochastic,132,0.3483031483213267,14.238536256898707,12.937034883866634,0.5499999999999999,0.06437897682189941
PPO_stochastic,133,0.26661636346411766,14.28692690632786,13.164474586502603,0.35,0.06396603584289551
PPO_stochastic,134,0.4756724440437707,14.231956517128951,12.937034883866634,0.49999999999999994,0.0723423957824707
PPO_stochastic,135,0.33881239697248255,14.197079888934413,12.937034883866634,0.35,0.07345914840698242
PPO_stochastic,136,0.4008427680459659,14.214913376905702,13.160976779518268,0.6000000000000001,0.08157849311828613
PPO_stochastic,137,0.2836638025901368,14.304696599314797,13.374425254216895,0.39999999999999997,0.07036399841308594
PPO_stochastic,138,0.3783604197122466,14.23613416224035,13.303275762650685,0.44999999999999996,0.08278632164001465
PPO_stochastic,139,0.33869812645730657,14.333911167610111,13.374425254216895,0.25,0.06566047668457031
PPO_stochastic,140,0.3940082718730572,14.220819749968499,12.937034883866634,0.35,0.07730579376220703
PPO_stochastic,141,0.3907843004967501,14.075419210339062,12.571968643637714,0.6500000000000001,0.0812845230102539
PPO_stochastic,142,0.3377939010411358,14.214284285900451,13.086329480967724,0.39999999999999997,0.06281709671020508
PPO_stochastic,143,0.33712229043448366,14.207748242896436,13.011682182417179,0.6,0.06985664367675781
PPO_stochastic,144,0.3312106834327388,14.235219752982648,13.082831673983389,0.49999999999999994,0.0691838264465332
PPO_stochastic,145,0.32811155929574787,14.206336408998906,12.865885392300427,0.5499999999999999,0.0726022720336914
PPO_stochastic,146,0.31416448069352765,14.355112347921493,13.44907255276744,0.25,0.07921624183654785
PPO_stochastic,147,0.25841044098228694,14.311682369721526,13.523719851317981,0.49999999999999994,0.0693809986114502
PPO_stochastic,148,0.5335585561634691,14.29287451192606,11.808478231593739,0.35000000000000003,0.08582639694213867
PPO_stochastic,149,0.43319457270098083,14.034353683068678,12.937034883866634,0.7500000000000001,0.07511448860168457
PPO_stochastic,150,0.4150185218917544,14.183100172803941,12.681335112112947,0.55,0.07969808578491211
PPO_stochastic,151,0.3582074095286856,14.232167988739295,13.232126271084478,0.39999999999999997,0.0700232982635498
PPO_stochastic,152,0.3201227083105949,14.21788750828321,12.865885392300427,0.5,0.08443021774291992
PPO_stochastic,153,0.3555880399069911,14.388262831878876,13.44907255276744,0.25,0.06799483299255371
PPO_stochastic,154,0.2825959615909637,14.274586108977191,13.086329480967724,0.39999999999999997,0.07480955123901367
PPO_stochastic,155,0.39311331677939504,13.989008357197495,11.934310957397564,0.7000000000000002,0.06878113746643066
PPO_stochastic,156,0.23851593551662145,14.270272366313302,13.303275762650685,0.44999999999999996,0.06798744201660156
PPO_stochastic,157,0.29699284993451586,14.24069535702956,13.523719851317981,0.35,0.0719449520111084
PPO_stochastic,158,0.3179432037241551,14.248820257434604,13.011682182417179,0.44999999999999996,0.06356096267700195
PPO_stochastic,159,0.38011415049346436,14.274524691853127,12.925028363613034,0.6000000000000001,0.06446146965026855
PPO_stochastic,160,0.28678141423046494,14.310899655998735,12.991718118104252,0.25,0.07136082649230957
PPO_stochastic,161,0.3999726652567829,14.192279551106104,12.937034883866634,0.49999999999999994,0.06855368614196777
PPO_stochastic,162,0.3172379453592989,14.095610534164052,12.937034883866634,0.49999999999999994,0.06960248947143555
PPO_stochastic,163,0.4610053543748813,14.295748574873159,12.791238093749882,0.25,0.06708526611328125
PPO_stochastic,164,0.3507904406273566,14.168965153681881,13.086329480967724,0.44999999999999996,0.06350350379943848
PPO_stochastic,165,0.25512391017683617,14.323730378008445,13.523719851317981,0.05,0.06701064109802246
PPO_stochastic,166,0.36856726385907634,14.256945085429393,12.865885392300427,0.39999999999999997,0.06145477294921875
PPO_stochastic,167,0.3765246103287143,14.084296878781641,13.157478972533934,0.5499999999999999,0.06261277198791504
PPO_stochastic,168,0.3124228990710324,14.130405145880678,12.937034883866634,0.5499999999999999,0.07025527954101562
PPO_stochastic,169,0.29002630831411375,14.316781711013936,13.37792306120123,0.35,0.06047368049621582
PPO_stochastic,170,0.4075141118956681,14.350963122715225,12.937034883866634,0.5,0.0658719539642334
PPO_stochastic,171,0.4076850900212811,14.185165627716561,12.937034883866634,0.7,0.062399864196777344
PPO_stochastic,172,0.3541151280254847,14.205278983928935,13.086329480967724,0.5,0.06190919876098633
PPO_stochastic,173,0.4347214763531085,14.245784500727163,11.753060431778184,0.35,0.06380939483642578
PPO_stochastic,174,0.2989286202984651,14.117637041051484,12.937034883866634,0.39999999999999997,0.059938669204711914
PPO_stochastic,175,0.426846355443211,14.416610115971555,13.374425254216895,0.3,0.06506657600402832
PPO_stochastic,176,0.26808034118159413,14.384896113095255,13.636460293131144,0.3,0.06152486801147461
PPO_stochastic,177,0.30115219111340735,14.308778547915063,13.388416482154238,0.5,0.06532740592956543
PPO_stochastic,178,0.3246224931234668,14.202967106501049,13.082831673983389,0.6,0.06398963928222656
PPO_stochastic,179,0.3406427682744749,14.280613759460975,12.991718118104252,0.5,0.062026262283325195
PPO_stochastic,180,0.2706255938958653,14.319336777043619,13.44907255276744,0.39999999999999997,0.06228470802307129
PPO_stochastic,181,0.26001553539194594,14.278170337503475,13.374425254216895,0.39999999999999997,0.06264495849609375
PPO_stochastic,182,0.3357474897537566,14.286194180541955,13.011682182417179,0.49999999999999994,0.06362056732177734
PPO_stochastic,183,0.3888528840604182,14.193213168096879,13.015179989401513,0.5499999999999999,0.06585454940795898
PPO_stochastic,184,0.34770577609833964,14.267312824924124,13.374425254216895,0.49999999999999994,0.07174515724182129
PPO_stochastic,185,0.34273971765561373,14.18701001471177,13.137514908221004,0.65,0.06336307525634766
PPO_stochastic,186,0.28481223803901734,14.351703962887516,13.374425254216895,0.39999999999999997,0.06287884712219238
PPO_stochastic,187,0.27280431339836253,14.261170253903263,13.066365416654797,0.35,0.06205439567565918
PPO_stochastic,188,0.31171187367088926,14.32900850750885,13.137514908221004,0.15000000000000002,0.059372663497924805
PPO_stochastic,189,0.4163263266341535,14.22434008165439,12.937034883866634,0.35,0.060936689376831055
PPO_stochastic,190,0.20829358504344855,14.18497704479639,13.44907255276744,0.44999999999999996,0.06212019920349121
PPO_stochastic,191,0.3586717752861121,14.037283559302113,12.865885392300427,0.6000000000000001,0.06324434280395508
PPO_stochastic,192,0.2781524035575964,14.263716961332106,13.42910848845451,0.49999999999999994,0.059105873107910156
PPO_stochastic,193,0.5006243367730365,14.32713988209668,12.578964257606387,0.45,0.06525993347167969
PPO_stochastic,194,0.4395148666885578,14.252064877091492,13.157478972533934,0.49999999999999994,0.061713218688964844
PPO_stochastic,195,0.298576644422756,14.319026453302161,13.374425254216895,0.45,0.060227394104003906
PPO_stochastic,196,0.3305039932107747,14.235377345337518,12.791238093749882,0.39999999999999997,0.06348729133605957
PPO_stochastic,197,0.39388960958232394,14.147342052312734,12.937034883866634,0.5499999999999999,0.059288740158081055
PPO_stochastic,198,0.3193418129575923,14.201045845320067,12.937034883866634,0.39999999999999997,0.0647273063659668
PPO_stochastic,199,0.29468976324298896,14.357388093829094,13.44907255276744,0.35,0.05908823013305664
NSGA2,0,0.33484717042023293,14.169610524273708,13.232126271084478,0.5499999999999999,0.0399092435836792
NSGA2,1,0.2254576804499709,14.170127455595871,13.22862846410014,0.7500000000000001,0.0399092435836792
NSGA2,2,0.25150295195828665,14.130868940488943,13.22862846410014,0.8500000000000002,0.0399092435836792
NSGA2,3,0.2515029519582867,14.130868940488945,13.22862846410014,0.8500000000000002,0.0399092435836792
NSGA2,4,0.2515029519582867,14.130868940488945,13.22862846410014,0.8500000000000002,0.0399092435836792
NSGA2,5,0.2515029519582867,14.130868940488945,13.22862846410014,0.8500000000000002,0.0399092435836792
NSGA2,6,0.2515029519582867,14.130868940488945,13.22862846410014,0.8500000000000002,0.0399092435836792
NSGA2,7,0.2515029519582867,14.130868940488945,13.22862846410014,0.8500000000000002,0.0399092435836792
NSGA2,8,0.2515029519582867,14.130868940488945,13.22862846410014,0.8500000000000002,0.0399092435836792
NSGA2,9,0.2515029519582867,14.130868940488945,13.22862846410014,0.8500000000000002,0.0399092435836792
DNN,0,0.492070608588222,14.215746870748985,13.082831673983389,1.1000000000000003,0.12057256698608398
